Z11	1,2,3,4,5,6,7,8,9,10,11,12	4	300000	3000000
Z12	1,2,3,4,5,6,7,8,9,10,11,12	4	300000	3000000
Z13	1,2,3,4,5,6,7,8,9,10,11,12	4	300000	3000000
Z14	1,2,3,4,5,6,7,8,9,10,11,12	4	300000	3000000
Z15	1,2,3,4,5,6,7,8,9,10,11,12	4	300000	3000000
Z16	1,2,3,4,5,6,7,8,9,10,11,12	5	300000	3000000
Z17	1,2,3,4,5,6,7,8,9,10,11,12	5	300000	3000000
Z18	1,2,3,4,5,6,7,8,9,10,11,12	5	300000	3000000
Z19	1,2,3,4,5,6,7,8,9,10,11,12	5	300000	3000000
Z110	1,2,3,4,5,6,7,8,9,10,11,12	5	300000	3000000
Z111	1,2,3,4,5,6,7,8,9,10,11,12	6	300000	3000000
Z112	1,2,3,4,5,6,7,8,9,10,11,12	6	300000	3000000
Z113	1,2,3,4,5,6,7,8,9,10,11,12	6	300000	3000000
Z114	1,2,3,4,5,6,7,8,9,10,11,12	6	300000	3000000
Z115	1,2,3,4,5,6,7,8,9,10,11,12	6	300000	3000000
Z116	1,2,3,4,5,6,7,8,9,10,11,12	7	300000	3000000
Z117	1,2,3,4,5,6,7,8,9,10,11,12	7	300000	3000000
Z118	1,2,3,4,5,6,7,8,9,10,11,12	7	300000	3000000
Z119	1,2,3,4,5,6,7,8,9,10,11,12	7	300000	3000000
Z120	1,2,3,4,5,6,7,8,9,10,11,12	7	300000	3000000

